date,open,high,low,close,volume,dividends,stock splits
2020-01-02 00:00:00-05:00,5.942536874632946,5.971409320831299,5.892009975100074,5.971409320831299,237536000,0.0,0.0
2020-01-03 00:00:00-05:00,5.851687596513701,5.919638038662146,5.826797295101701,5.875831127166748,205384000,0.0,0.0
2020-01-06 00:00:00-05:00,5.78249329637556,5.9056995619617005,5.756358691523111,5.900472640991211,262636000,0.0,0.0
2020-01-07 00:00:00-05:00,5.928847945646861,6.017706082693678,5.88379672631697,5.971908092498779,314856000,0.0,0.0
2020-01-08 00:00:00-05:00,5.967676998031507,6.024426839104934,5.927603932688203,5.983108997344971,277108000,0.0,0.0
2020-01-09 00:00:00-05:00,6.06947655032181,6.121248222332132,5.995054890492719,6.04881763458252,255112000,0.0,0.0
2020-01-10 00:00:00-05:00,6.156094517633905,6.186460503979579,6.066987630728175,6.081174850463867,316296000,0.0,0.0
2020-01-13 00:00:00-05:00,6.164307470311958,6.296972004621654,6.141657011021401,6.271832942962647,319840000,0.0,0.0
2020-01-14 00:00:00-05:00,6.229023873013879,6.254412184065293,6.141659275586218,6.15485143661499,359088000,0.0,0.0
2020-01-15 00:00:00-05:00,6.16754525098558,6.189946478989992,6.086403109501709,6.112288951873779,263104000,0.0,0.0
2020-01-16 00:00:00-05:00,6.16580228926058,6.201893205518962,6.142405527455289,6.195919513702393,284192000,0.0,0.0
2020-01-17 00:00:00-05:00,6.215085648688116,6.222552883055302,6.157091505191324,6.204631805419922,253792000,0.0,0.0
2020-01-21 00:00:00-05:00,6.168042628062491,6.2048803152981495,6.137178632668914,6.171278476715088,217916000,0.0,0.0
2020-01-22 00:00:00-05:00,6.2165778106644005,6.311907155351384,6.197661200927459,6.225289344787598,239240000,0.0,0.0
2020-01-23 00:00:00-05:00,6.265364395269904,6.302201612851046,6.1765062509303945,6.293738842010498,244516000,0.0,0.0
2020-01-24 00:00:00-05:00,6.409229123297355,6.459009733569713,6.180239170582056,6.234499931335449,373512000,0.0,0.0
2020-01-27 00:00:00-05:00,5.929843561099861,6.029653547594997,5.780253438788895,5.978628635406494,470536000,0.0,0.0
2020-01-28 00:00:00-05:00,6.044587545294466,6.204382745108837,5.991322320441981,6.172025680541992,310976000,0.0,0.0
2020-01-29 00:00:00-05:00,6.1575894597466005,6.193680380107943,6.071717926835607,6.111542701721191,258848000,0.0,0.0
2020-01-30 00:00:00-05:00,6.013724797288738,6.131704650532274,5.958717728621228,6.1182637214660645,290504000,0.0,0.0
2020-01-31 00:00:00-05:00,6.072465425278687,6.08441281170146,5.842977903818631,5.884793281555176,370420000,0.0,0.0
2020-02-03 00:00:00-05:00,5.866621532412214,6.001277639266256,5.860399075803358,5.981863498687744,255564000,0.0,0.0
2020-02-04 00:00:00-05:00,6.123737942425535,6.170282699054375,6.073708571920442,6.151116847991943,271544000,0.0,0.0
2020-02-05 00:00:00-05:00,6.2720831832232005,6.2822882593568,6.158085988326266,6.24146842956543,208220000,0.0,0.0
